,Nama Sekolah,Status,Peserta Didik,Rombongan Belajar,Guru,Pegawai,R. Kelas,R. Lab,R. Perpus,Latitude,Langitude,Andir,Antapani,Arcamanik,Astanaanyar,Babakan Ciparay,Bandung Kidul,Bandung Kulon,Bandung Wetan,Batununggal,Bojongloa Kaler,Bojongloa Kidul,Buahbatu,Cibeunying Kaler,Cibeunying Kidul,Cibiru,Cicendo,Cidadap,Cinambo,Coblong,Gedebage,Kiaracondong,Lengkong,Mandalajati,Panyileukan,Rancasari,Regol,Sukajadi,Sukasari,Sumur Bandung,Ujungberung,Clusters
242,SMP PASUNDAN 12,1,532,18,20,5,10,1,1,6.8647,107.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
243,SMP PGRI 5,1,80,4,4,1,4,0,1,6.8647,107.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
244,SMP TEMASEK INDEPENDENT SCHOOL,1,32,3,9,2,3,2,0,6.8647,107.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
245,SMP NEGERI 52,0,859,28,42,11,25,2,2,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,SMP AL HUSAINIYYAH,1,138,5,8,3,5,1,1,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,SMP BUNGA BANGSA,1,221,7,9,4,8,2,1,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,SMP KRISTEN HIDUP BARU,1,58,3,4,2,3,2,1,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,SMP KUNTUM CEMERLANG,1,108,5,7,1,6,2,1,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,SMP PGRI 2,1,251,10,15,5,11,1,1,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,SMP STAMFORD,1,26,3,7,0,3,3,1,6.864,107.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
